Geographic code,Year,Race,Sex,Age group,Person-years,Mortality rate,No. of deaths,Rate Lower bound,Rate upper bound,Expected no. of deaths,Sparse content indicator
21239,2000-2004,W,M,All,53731,7.5397,3,0,18.8103,3.11,1
22001,2000-2004,W,M,All,116799,5.5526,5,0,12.0949,7.51,1
22003,2000-2004,W,M,All,48819,11.5034,4,0,23.9981,3.03,1
22005,2000-2004,W,M,All,161911,15.3555,12,4.8867,25.8243,6.55,0
22007,2000-2004,W,M,All,38628,2.4144,1,0,13.5506,2.56,1
22009,2000-2004,W,M,All,69344,13.422,8,3.286,23.5581,5.38,1
22011,2000-2004,W,M,All,71320,7.3702,4,0,16.8333,4.58,1
22013,2000-2004,W,M,All,21543,0,0,0,10.7172,2.17,1
22015,2000-2004,W,M,All,191504,7.6646,11,2.7422,12.587,10.91,1
22017,2000-2004,W,M,All,320539,5.0234,18,2.6044,7.4423,28.23,0
22019,2000-2004,W,M,All,333990,6.3379,18,3.2459,9.4299,22.21,0
22021,2000-2004,W,M,All,21543,11.3259,2,0,30.7254,1.52,1
22023,2000-2004,W,M,All,23244,0,0,0,13.9511,1.38,1
22025,2000-2004,W,M,All,19318,5.0846,1,0,20.5113,1.57,1
22027,2000-2004,W,M,All,21375,8.2794,2,0,22.1206,2.18,1
22029,2000-2004,W,M,All,30217,3.2264,1,0,14.4875,2.55,1
22031,2000-2004,W,M,All,36787,11.9315,4,0,24.8036,2.84,1
22033,2000-2004,W,M,All,559833,4.5323,20,2.4018,6.6629,37.23,0
22035,2000-2004,W,M,All,7522,9.2363,1,0,35.2127,0.7,1
22037,2000-2004,W,M,All,29294,12.5868,2,0,32.0988,1.96,1
22039,2000-2004,W,M,All,61407,10.2937,6,1.0664,19.5211,4.53,1
22041,2000-2004,W,M,All,34285,6.7081,3,0,18.0698,2.87,1
22043,2000-2004,W,M,All,40667,0,0,0,9.6647,2.77,1
22045,2000-2004,W,M,All,118718,11.4762,12,4.7594,18.1931,8.07,0
22047,2000-2004,W,M,All,40560,6.2334,2,0,17.4371,2.96,1
22049,2000-2004,W,M,All,26899,6.9611,2,0,19.9136,2.29,1
22051,2000-2004,W,M,All,779337,8.143,59,5.9676,10.3183,58.35,0
22053,2000-2004,W,M,All,61517,6.1723,4,0,15.3441,4.42,1
22055,2000-2004,W,M,All,348268,8.415,18,3.96,12.8699,18.97,0
22057,2000-2004,W,M,All,186928,2.3026,3,0,6.1765,11.83,1
22059,2000-2004,W,M,All,29949,10.9366,3,0,26.0145,2.24,1
22061,2000-2004,W,M,All,61382,5.8281,3,0,14.4334,4.22,1
22063,2000-2004,W,M,All,233804,6.9404,9,1.1729,12.7078,10.33,1
22065,2000-2004,W,M,All,12489,18.4688,2,0,46.4892,0.97,1
22067,2000-2004,W,M,All,41641,14.5634,5,0.2213,28.9055,3.77,1
22069,2000-2004,W,M,All,55225,10.5748,6,0,21.7856,3.86,1
22071,2000-2004,W,M,All,340550,7.7607,30,4.9189,10.6025,30.92,0
22073,2000-2004,W,M,All,229721,3.2631,7,0,7.1866,15.84,0
22075,2000-2004,W,M,All,49591,8.0535,4,0,20.7147,2.66,1
22077,2000-2004,W,M,All,34740,2.4615,1,0,12.8765,2.81,1
22079,2000-2004,W,M,All,205925,6.7415,12,2.426,11.0569,15.4,0
22081,2000-2004,W,M,All,13389,0,0,0,15.2233,1.13,1
22083,2000-2004,W,M,All,30465,11.166,4,0,24.8872,2.71,1
22085,2000-2004,W,M,All,43511,3.1422,2,0,11.1338,4.39,1
22087,2000-2004,W,M,All,142825,10.8259,13,4.1575,17.4944,10.1,0
22089,2000-2004,W,M,All,88647,11.9618,6,0.5691,23.3546,4.57,1
22091,2000-2004,W,M,All,11991,0,0,0,18.1025,0.88,1
22093,2000-2004,W,M,All,26346,7.0821,2,0,20.8615,2,1
22095,2000-2004,W,M,All,57800,1.4915,1,0,11.5613,2.99,1
22097,2000-2004,W,M,All,123173,8.1895,11,2.2498,14.1291,9.74,1
22099,2000-2004,W,M,All,82126,13.7322,7,2.9186,24.5458,4.72,1
22101,2000-2004,W,M,All,83725,5.8186,4,0,13.7887,5.5,1
22103,2000-2004,W,M,All,436677,8.1557,22,4.3695,11.9419,24.54,0
22105,2000-2004,W,M,All,177222,6.8616,9,1.4682,12.255,10.45,1
22107,2000-2004,W,M,All,7030,0,0,0,19.1705,0.69,1
22109,2000-2004,W,M,All,196549,3.5642,5,0,7.897,11.36,1
22111,2000-2004,W,M,All,40361,2.5812,1,0,12.0173,3.33,1
22113,2000-2004,W,M,All,109969,11.9158,12,4.8747,18.9569,8.09,0
22115,2000-2004,W,M,All,104841,8.1981,5,0,16.9633,4.86,1
22117,2000-2004,W,M,All,72606,3.0214,2,0,10.3186,5.86,1
22119,2000-2004,W,M,All,67339,0,0,0,6.5841,5.99,1
22121,2000-2004,W,M,All,34733,8.3015,2,0,24.2245,1.83,1
22123,2000-2004,W,M,All,24330,15.2206,4,0,33.4598,2.01,1
22125,2000-2004,W,M,All,21589,0,0,0,17.1246,1.03,1
22127,2000-2004,W,M,All,27960,4.5345,1,0,16.9182,2.26,1
23001,2000-2004,W,M,All,249735,10.0229,24,5.9508,14.095,18.42,0
23003,2000-2004,W,M,All,174315,6.3918,13,2.7666,10.0169,15.82,0
23005,2000-2004,W,M,All,631382,11.3364,63,8.4767,14.196,45.09,0
23007,2000-2004,W,M,All,70927,15.3437,9,4.2261,26.4613,5.29,1
23009,2000-2004,W,M,All,127000,8.5404,11,3.0523,14.0285,10.95,1
23011,2000-2004,W,M,All,283431,9.9239,29,6.2517,13.596,21.57,0
23013,2000-2004,W,M,All,98054,8.8968,10,2.8799,14.9137,9.06,1
23015,2000-2004,W,M,All,83245,9.4626,10,3.1799,15.7452,8.4,1
23017,2000-2004,W,M,All,134817,9.6598,15,4.6421,14.6776,11.42,0
23019,2000-2004,W,M,All,347056,9.4386,30,5.972,12.9052,23.58,0
23021,2000-2004,W,M,All,42021,5.1351,2,0,14.8058,3.93,1
23023,2000-2004,W,M,All,86853,5.8544,5,0,13.0995,5.98,1
23025,2000-2004,W,M,All,123673,10.9661,12,4.4521,17.4802,9.41,0
23027,2000-2004,W,M,All,91512,6.7118,6,0,13.5688,6.79,1
23029,2000-2004,W,M,All,77515,12.1331,11,4.6434,19.6228,7.47,1
23031,2000-2004,W,M,All,466016,10.303,45,7.2185,13.3875,34.39,0
24001,2000-2004,W,M,All,167462,6.3696,13,2.6098,10.1293,15.66,0
24003,2000-2004,W,M,All,1027110,9.4177,68,7.0331,11.8023,58.96,0
24005,2000-2004,W,M,All,1354866,8.6603,137,7.2002,10.1203,127.19,0
24009,2000-2004,W,M,All,171191,7.8271,8,1.7424,13.9118,8.36,1
24011,2000-2004,W,M,All,63247,1.7916,1,0,9.4844,4.46,1
24013,2000-2004,W,M,All,376761,9.7523,27,5.8716,13.633,21.72,0
24015,2000-2004,W,M,All,211764,13.7875,21,7.5609,20.0141,11.93,0
24017,2000-2004,W,M,All,211783,5.2355,8,0.4497,10.0212,10.18,1
24019,2000-2004,W,M,All,51780,9.7033,7,1.2805,18.1262,5.32,1
24021,2000-2004,W,M,All,461620,9.3444,29,5.8126,12.8761,24.76,0
24023,2000-2004,W,M,All,73201,7.8131,6,0.1274,15.4988,6.04,1
24025,2000-2004,W,M,All,488021,9.4635,32,5.9744,12.9527,28.04,0
24027,2000-2004,W,M,All,477302,7.89,19,4.1712,11.6088,22.88,0
24029,2000-2004,W,M,All,38988,3.7436,2,0,11.312,4.39,1
24031,2000-2004,W,M,All,1535614,6.1872,88,4.8784,7.4959,113.44,0
24033,2000-2004,W,M,All,619514,9.1965,47,6.489,11.904,41.18,0
24035,2000-2004,W,M,All,96341,9.3324,8,2.3555,16.3094,6.78,1
24037,2000-2004,W,M,All,189698,6.4308,7,0.8112,12.0505,9.78,1
24039,2000-2004,W,M,All,36526,10.5995,4,0,22.408,3.31,1
24041,2000-2004,W,M,All,68563,5.5138,6,0.5137,10.5139,8.42,1
24043,2000-2004,W,M,All,299900,11.5333,34,7.6051,15.4614,23.12,0
24045,2000-2004,W,M,All,152591,12.3004,18,6.4768,18.124,10.9,0
24047,2000-2004,W,M,All,97422,10.1117,13,4.0346,16.1889,10.89,0
24510,2000-2004,W,M,All,505372,8.5416,48,6.1093,10.9739,45.78,0
25001,2000-2004,W,M,All,516795,6.53,54,4.7453,8.3148,67.21,0
25003,2000-2004,W,M,All,307290,10.6757,40,7.3087,14.0427,29.77,0
25005,2000-2004,W,M,All,1232241,9.7015,110,7.8657,11.5373,91.31,0
25007,2000-2004,W,M,All,35574,13.3664,5,0,27.3633,2.69,1
25009,2000-2004,W,M,All,1612367,9.5173,149,7.9791,11.0555,123.32,0
25011,2000-2004,W,M,All,169039,6.4332,11,1.7155,11.1509,13.24,1
25013,2000-2004,W,M,All,969582,9.4147,92,7.4772,11.3521,78.22,0
25015,2000-2004,W,M,All,333076,5.8948,18,3.1331,8.6566,23.96,0
25017,2000-2004,W,M,All,3131604,10.1842,285,8.9923,11.3762,223.32,0
25019,2000-2004,W,M,All,22500,0,0,0,13.9981,1.34,1
25021,2000-2004,W,M,All,1391040,7.5045,105,6.0613,8.9477,111.76,0
25023,2000-2004,W,M,All,1072142,10.0664,88,7.9064,12.2265,71.07,0
25025,2000-2004,W,M,All,1095685,8.3662,73,6.4398,10.2927,70.55,0
25027,2000-2004,W,M,All,1733820,9.9157,153,8.3369,11.4945,123.85,0
26001,2000-2004,W,M,All,28981,9.2655,4,0,19.4909,4,1
26003,2000-2004,W,M,All,22416,3.3375,1,0,15.0291,2.33,1
26005,2000-2004,W,M,All,264946,9.4058,19,4.6827,14.1289,15.96,0
26007,2000-2004,W,M,All,74507,11.5257,10,4.0055,19.0458,6.55,1
26009,2000-2004,W,M,All,58301,9.5756,6,1.1583,17.993,5.53,1
26011,2000-2004,W,M,All,42218,14.9365,7,3.2781,26.595,3.77,1
26013,2000-2004,W,M,All,17979,0,0,0,11.43,1.93,1
26015,2000-2004,W,M,All,142978,6.335,8,0.75,11.9201,9.39,1
26017,2000-2004,W,M,All,258556,12.2768,30,7.8203,16.7334,20.2,0
26019,2000-2004,W,M,All,40473,10.3052,5,0.3912,20.2193,3.85,1
26021,2000-2004,W,M,All,325606,7.871,27,4.8509,10.891,27.53,0
26023,2000-2004,W,M,All,112234,10.1575,9,2.622,17.693,7.85,1
26025,2000-2004,W,M,All,290833,7.7359,22,4.4333,11.0384,21.61,0
26027,2000-2004,W,M,All,117842,12.47,14,5.6421,19.2979,9.01,0
26029,2000-2004,W,M,All,63612,8.1936,5,0,16.5748,5.34,1
26031,2000-2004,W,M,All,64908,9.9486,8,2.349,17.5482,6.48,1
26033,2000-2004,W,M,All,81700,9.0324,7,1.2231,16.8418,6.12,1
26035,2000-2004,W,M,All,76557,5.394,6,0,11.95,7.17,1
26037,2000-2004,W,M,All,161941,7.396,8,1.3973,13.3948,9.89,1
26039,2000-2004,W,M,All,35763,11.2716,5,0,24.2879,3.07,1
26041,2000-2004,W,M,All,91690,8.5725,9,2.492,14.6529,8.63,1
26043,2000-2004,W,M,All,66352,8.4185,7,1.2597,15.5773,6.6,1
26045,2000-2004,W,M,All,236631,11.1407,21,6.2245,16.057,15.45,0
26047,2000-2004,W,M,All,75781,6.2657,5,0,12.8323,6.12,1
26049,2000-2004,W,M,All,827830,10.3495,70,7.8528,12.8462,53.38,0
26051,2000-2004,W,M,All,65217,8.6283,7,0.8927,16.3638,6.48,1
26053,2000-2004,W,M,All,40605,9.2931,6,0.6926,17.8936,5.23,1
26055,2000-2004,W,M,All,192887,8.5889,15,4.0681,13.1096,13.67,0
26057,2000-2004,W,M,All,100702,6.5076,6,0.9392,12.0759,7.46,1
26059,2000-2004,W,M,All,115002,4.5404,5,0,9.847,8.14,1
26061,2000-2004,W,M,All,91384,10.9491,10,3.3422,18.5561,7.63,1
26063,2000-2004,W,M,All,86731,10.7334,12,4.337,17.1297,9.12,0
26065,2000-2004,W,M,All,559886,10.161,39,6.9181,13.404,31.27,0
26067,2000-2004,W,M,All,151711,13.1519,13,5.8018,20.5021,8.09,0
26069,2000-2004,W,M,All,64901,12.6373,13,5.5644,19.7102,7.69,0
26071,2000-2004,W,M,All,30591,7.3175,4,0,16.2755,4.33,1
26073,2000-2004,W,M,All,141082,14.9464,13,6.3821,23.5108,7.28,0
26075,2000-2004,W,M,All,363450,10.0322,32,6.4373,13.6271,25.55,0
26077,2000-2004,W,M,All,502340,7.748,31,4.9713,10.5248,32.41,0
26079,2000-2004,W,M,All,41960,12.6988,6,0.3276,25.0701,3.2,1
26081,2000-2004,W,M,All,1261308,9.7337,89,7.6912,11.7762,73.25,0
26083,2000-2004,W,M,All,5662,0,0,0,20.0296,0.63,1
26085,2000-2004,W,M,All,25907,6.7369,3,0,18.0969,2.75,1
26087,2000-2004,W,M,All,223445,7.7904,11,2.5936,12.9872,11.67,1
26089,2000-2004,W,M,All,51717,10.3723,7,2.2934,18.4511,5.34,1
26091,2000-2004,W,M,All,240001,9.0011,17,4.557,13.4452,16.06,0
26093,2000-2004,W,M,All,416305,8.7519,21,4.7881,12.7156,20.08,0
26095,2000-2004,W,M,All,15413,16.011,3,0,37.0961,1.4,1
26097,2000-2004,W,M,All,24279,11.1118,4,0,24.3792,2.89,1
26099,2000-2004,W,M,All,1835746,8.5161,143,7.1014,9.9308,131.03,0
26101,2000-2004,W,M,All,59962,6.5925,5,0,14.0112,5.96,1
26103,2000-2004,W,M,All,154401,9.6454,14,4.44,14.8508,11.79,0
26105,2000-2004,W,M,All,68907,20.203,16,9.8756,30.5305,6.56,0
26107,2000-2004,W,M,All,99070,5.5254,5,0,12.5451,7.03,1
26109,2000-2004,W,M,All,60674,11.1892,8,2.6522,19.7261,5.83,1
26111,2000-2004,W,M,All,198036,9.1356,16,4.4845,13.7868,13.44,0
26113,2000-2004,W,M,All,36791,6.5801,2,0,18.0704,2.93,1
26115,2000-2004,W,M,All,358477,7.6575,22,4.3506,10.9644,20.74,0
26117,2000-2004,W,M,All,151427,8.7183,11,3.3099,14.1266,10,1
26119,2000-2004,W,M,All,25540,16.9165,8,3.347,30.4859,3.17,1
26121,2000-2004,W,M,All,357846,5.3733,17,2.7657,7.9809,25.65,0
26123,2000-2004,W,M,All,118917,6.7879,7,1.0636,12.5123,8.25,1
26125,2000-2004,W,M,All,2481685,7.5957,154,6.3729,8.8184,163.5,0
26127,2000-2004,W,M,All,68277,8.3909,6,0,17.0095,5.15,1
26129,2000-2004,W,M,All,53130,12.6173,8,3.3318,21.9028,5.46,1
26131,2000-2004,W,M,All,19133,14.2406,4,0,29.3898,2.34,1
26133,2000-2004,W,M,All,57177,5.9512,3,0,14.5993,4.46,1
26135,2000-2004,W,M,All,22939,0,0,0,9.9842,2.66,1
26137,2000-2004,W,M,All,58796,5.0246,3,0,14.1538,4.39,1
26139,2000-2004,W,M,All,580360,6.6706,27,4.1029,9.2383,33.44,0
26141,2000-2004,W,M,All,35195,12.4428,7,2.179,22.7067,4.34,1
26143,2000-2004,W,M,All,62830,10.6304,10,3.7073,17.5535,7.97,1
26145,2000-2004,W,M,All,400069,8.2136,32,5.269,11.1583,31.67,0
26147,2000-2004,W,M,All,398661,10.8451,35,7.1877,14.5025,26.17,0
26149,2000-2004,W,M,All,148568,8.2931,11,2.8047,13.7814,10.12,1
26151,2000-2004,W,M,All,109119,14.2442,16,7.1263,21.362,9.08,0
26153,2000-2004,W,M,All,19976,6.8352,2,0,20.6018,2.12,1
26155,2000-2004,W,M,All,175507,12.3205,16,5.9965,18.6445,11.09,0
26157,2000-2004,W,M,All,141370,12.9929,18,6.8257,19.1602,10.15,0
26159,2000-2004,W,M,All,179152,5.7112,9,1.3489,10.0734,11.91,1
26161,2000-2004,W,M,All,653109,9.7575,38,6.5241,12.9909,32.4,0
26163,2000-2004,W,M,All,2736357,8.287,205,7.1373,9.4367,196.19,0
26165,2000-2004,W,M,All,75337,4.3938,3,0,11.2046,5.66,1
27001,2000-2004,W,M,All,38367,10.0539,6,0.8653,19.2425,4.88,1
27003,2000-2004,W,M,All,730638,8.7553,28,5.278,12.2326,30.05,0
27005,2000-2004,W,M,All,70133,3.9188,3,0,9.832,6.34,1
27007,2000-2004,W,M,All,78709,7.0699,5,0,14.8454,5.96,1
27009,2000-2004,W,M,All,87561,6.1919,4,0,14.2594,5.02,1
27011,2000-2004,W,M,All,13700,23.3925,5,1.3926,45.3925,1.79,1
27013,2000-2004,W,M,All,134785,9.0992,10,2.8879,15.3104,8.87,1
27015,2000-2004,W,M,All,65834,10.294,8,2.2567,18.3312,6.31,1
27017,2000-2004,W,M,All,75763,8.4688,7,0.5064,16.4311,6.18,1
27019,2000-2004,W,M,All,184564,9.0708,8,2.5536,15.5879,7.77,1
27021,2000-2004,W,M,All,62008,3.8331,3,0,9.687,6.61,1
27023,2000-2004,W,M,All,30976,7.3309,3,0,18.4009,3.48,1
27025,2000-2004,W,M,All,111184,10.7551,8,2.2507,19.2594,6.11,1
27027,2000-2004,W,M,All,120704,5.5679,6,0.0986,11.0372,8.69,1
27029,2000-2004,W,M,All,19064,11.2753,3,0,26.9645,2.03,1
27031,2000-2004,W,M,All,11970,0,0,0,14.2536,1.25,1
27033,2000-2004,W,M,All,28278,14.2753,6,1.9803,26.5702,3.64,1
27035,2000-2004,W,M,All,138260,6.627,11,2.1832,11.0708,12.8,1
27037,2000-2004,W,M,All,839852,8.7766,36,5.7591,11.7942,36.87,0
27039,2000-2004,W,M,All,45811,0,0,0,9.0648,3.02,1
27041,2000-2004,W,M,All,83000,6.5926,6,0.4316,12.7535,8.26,1
27043,2000-2004,W,M,All,38786,6.589,4,0,14.7164,4.61,1
27045,2000-2004,W,M,All,52352,8.3233,6,0.4513,16.1952,5.53,1
27047,2000-2004,W,M,All,78215,7.0017,7,1.055,12.9484,8.13,1
27049,2000-2004,W,M,All,108557,6.4971,7,0.4102,12.584,8.88,1
27051,2000-2004,W,M,All,15128,13.0059,3,0,31.2331,2.01,1
27053,2000-2004,W,M,All,2284687,7.8206,146,6.5426,9.0987,150.6,0
27055,2000-2004,W,M,All,48504,5.4162,3,0,13.5062,4.45,1
27057,2000-2004,W,M,All,44986,0,0,0,7.3908,4.66,1
27059,2000-2004,W,M,All,83889,4.2904,3,0,12.0759,5.14,1
27061,2000-2004,W,M,All,105253,8.202,11,2.7181,13.6859,10.23,1
27063,2000-2004,W,M,All,27710,14.1969,6,1.8324,26.5614,3.2,1
27065,2000-2004,W,M,All,38523,6.4494,2,0,17.486,2.98,1
27067,2000-2004,W,M,All,100089,9.2473,10,2.9538,15.5409,8.62,1
27069,2000-2004,W,M,All,12454,7.4024,2,0,22.6757,1.62,1
27071,2000-2004,W,M,All,33776,4.3374,2,0,13.9177,3.39,1
27073,2000-2004,W,M,All,19500,11.7411,4,0,25.4352,2.65,1
27075,2000-2004,W,M,All,27456,16.2331,5,0.2523,32.2139,2.96,1
27077,2000-2004,W,M,All,10854,5.9646,1,0,23.0831,1.21,1
27079,2000-2004,W,M,All,65134,9.9576,6,0.5899,19.3253,5.03,1
27081,2000-2004,W,M,All,15381,11.5942,3,0,26.9149,2.13,1
27083,2000-2004,W,M,All,58801,9.4799,6,0.3024,18.6575,4.91,1
27085,2000-2004,W,M,All,87004,3.7813,3,0,10.2006,6.59,1
27087,2000-2004,W,M,All,8851,14.8593,2,0,38.6886,1.03,1
27089,2000-2004,W,M,All,25316,2.3384,1,0,12.4036,2.68,1
27091,2000-2004,W,M,All,51730,8.6994,6,0.7007,16.698,5.52,1
27093,2000-2004,W,M,All,57641,9.7062,6,1.1645,18.248,5.07,1
27095,2000-2004,W,M,All,55456,6.1465,4,0,14.577,4.86,1
27097,2000-2004,W,M,All,80493,11.9684,10,4.436,19.5009,6.62,1
27099,2000-2004,W,M,All,92987,7.2033,9,1.8136,12.593,9.75,1
27101,2000-2004,W,M,All,22359,6.0055,2,0,17.3312,2.67,1
27103,2000-2004,W,M,All,73430,20.0211,10,6.9605,33.0817,4.4,1
27105,2000-2004,W,M,All,48441,1.6428,1,0,8.7301,4.64,1
27107,2000-2004,W,M,All,17584,12.6424,3,0,29.7349,2.01,1
27109,2000-2004,W,M,All,288139,9.0468,20,4.9521,13.1414,18.31,0
27111,2000-2004,W,M,All,141547,7.5063,14,3.3549,11.6578,15.06,0
27113,2000-2004,W,M,All,32733,16.5908,6,1.8365,31.3452,2.88,1
27115,2000-2004,W,M,All,67193,8.1111,6,0.2696,15.9525,5.47,1
27117,2000-2004,W,M,All,22961,10.1109,4,0,22.5574,2.76,1
27119,2000-2004,W,M,All,75012,5.1512,5,0,11.5047,7.19,1
27121,2000-2004,W,M,All,27500,5.1953,2,0,15.6523,3.15,1
27123,2000-2004,W,M,All,974781,9.7371,85,7.6547,11.8195,69.81,0
27125,2000-2004,W,M,All,10637,0,0,0,15.055,1.1,1
27127,2000-2004,W,M,All,38985,1.4267,1,0,8.6257,4.55,1
27129,2000-2004,W,M,All,41875,11.9975,7,1.9172,22.0779,4.51,1
27131,2000-2004,W,M,All,141001,10.1655,11,3.371,16.9601,8.65,1
27133,2000-2004,W,M,All,23221,4.0367,1,0,16.4463,2.57,1
27135,2000-2004,W,M,All,40181,7.931,3,0,19.1616,3.06,1
27137,2000-2004,W,M,All,469257,8.0418,41,5.5525,10.531,41.33,0
27139,2000-2004,W,M,All,244698,9.8215,10,2.6584,16.9847,8.7,1
27141,2000-2004,W,M,All,178259,4.4559,5,0,10.9221,6.89,1
27143,2000-2004,W,M,All,38325,2.2957,1,0,11.4448,3.4,1
27145,2000-2004,W,M,All,333096,6.1317,16,3.0532,9.2103,20.45,0
27147,2000-2004,W,M,All,82839,10.4048,8,3.0114,17.7983,6.03,1
27149,2000-2004,W,M,All,23258,3.1975,1,0,14.3671,2.26,1
27151,2000-2004,W,M,All,28365,12.6298,5,0,25.5129,2.94,1
27153,2000-2004,W,M,All,61124,5.6612,4,0,12.9001,5.33,1
27155,2000-2004,W,M,All,9360,10.2008,1,0,33.9195,1.52,1
27157,2000-2004,W,M,All,54323,6.9169,4,0,16.0673,4.73,1
27159,2000-2004,W,M,All,33289,4.4611,2,0,13.8209,3.64,1
27161,2000-2004,W,M,All,48113,11.5065,5,0.188,22.825,3.74,1
27163,2000-2004,W,M,All,487847,8.439,21,4.495,12.3829,22.13,0
27165,2000-2004,W,M,All,28007,0,0,0,9.2621,2.9,1
27167,2000-2004,W,M,All,16959,10.4512,2,0,28.8152,1.44,1
27169,2000-2004,W,M,All,116312,9.5415,10,3.0104,16.0726,8.48,1
27171,2000-2004,W,M,All,243733,13.9056,19,7.4722,20.3391,11.68,0
27173,2000-2004,W,M,All,26187,11.3481,4,0,24.2229,2.96,1
28001,2000-2004,W,M,All,36083,8.8761,4,0,19.8048,3.67,1
28003,2000-2004,W,M,All,74919,13.258,8,3.2946,23.2214,5.64,1
28005,2000-2004,W,M,All,19082,4.1972,1,0,18.0407,1.83,1
28007,2000-2004,W,M,All,28533,6.9695,2,0,19.9483,2.69,1
28009,2000-2004,W,M,All,12223,32.2759,4,0,67.8879,1.13,1
28011,2000-2004,W,M,All,33078,7.2746,2,0,19.7155,2.55,1
28013,2000-2004,W,M,All,25499,8.1261,2,0,22.2646,2.32,1
28015,2000-2004,W,M,All,17032,7.4653,1,0,26.8071,1.3,1
28017,2000-2004,W,M,All,27471,0,0,0,11.2667,2.09,1
28019,2000-2004,W,M,All,16135,4.7422,1,0,20.7814,1.36,1
28021,2000-2004,W,M,All,4443,0,0,0,22.4303,0.51,1
28023,2000-2004,W,M,All,28550,5.2258,2,0,17.4936,2.39,1
28025,2000-2004,W,M,All,22598,4.8012,1,0,18.0109,2,1
28027,2000-2004,W,M,All,19998,11.586,3,0,27.9594,1.89,1
28029,2000-2004,W,M,All,34429,8.0984,3,0,21.3271,2.8,1
28031,2000-2004,W,M,All,30732,18.8533,5,1.1881,36.5185,2.32,1
28033,2000-2004,W,M,All,253696,7.5163,13,2.2638,12.7688,11.88,0
28035,2000-2004,W,M,All,114347,5.7765,5,0.067,11.4859,7.38,1
28037,2000-2004,W,M,All,12780,0,0,0,15.2078,1.12,1
28039,2000-2004,W,M,All,45631,8.0461,4,0,20.6168,2.56,1
28041,2000-2004,W,M,All,25385,0,0,0,14.2122,1.43,1
28043,2000-2004,W,M,All,31984,5.1612,2,0,16.6323,2.57,1
28045,2000-2004,W,M,All,101528,5.7399,6,0,11.7046,7.88,1
28047,2000-2004,W,M,All,354058,10.8753,29,6.5541,15.1965,22.61,0
28049,2000-2004,W,M,All,216495,4.3011,10,1.1177,7.4845,19.46,0
28051,2000-2004,W,M,All,10264,0,0,0,15.593,1.05,1
28053,2000-2004,W,M,All,7375,0,0,0,22.2446,0.55,1
28055,2000-2004,W,M,All,2073,0,0,0,43.3472,0.16,1
28057,2000-2004,W,M,All,52090,5.8995,3,0,15.6424,3.61,1
28059,2000-2004,W,M,All,254018,9.6528,15,4.1537,15.152,15.11,0
28061,2000-2004,W,M,All,20803,6.0816,1,0,21.484,1.76,1
28063,2000-2004,W,M,All,3329,0,0,0,26.9924,0.35,1
28065,2000-2004,W,M,All,13800,4.5203,1,0,20.6374,1.33,1
28067,2000-2004,W,M,All,116626,5.538,5,0,11.9296,8.83,1
28069,2000-2004,W,M,All,10294,0,0,0,15.5195,1.04,1
28071,2000-2004,W,M,All,72135,6.6534,3,0,16.0885,3.88,1
28073,2000-2004,W,M,All,86070,2.4206,2,0,11.0111,4.36,1
28075,2000-2004,W,M,All,112623,3.0731,4,0,8.2521,9.34,1
28077,2000-2004,W,M,All,22291,20.3484,3,0,45.1346,1.58,1
28079,2000-2004,W,M,All,30579,12.7091,4,0,27.6405,2.46,1
28081,2000-2004,W,M,All,138546,9.4681,11,2.7071,16.2291,8.81,1
28083,2000-2004,W,M,All,26886,3.1406,1,0,14.4299,2.6,1
28085,2000-2004,W,M,All,56806,12.4653,6,1.5496,23.3811,4.23,1
28087,2000-2004,W,M,All,84240,9.1461,7,1.2455,17.0467,5.84,1
28089,2000-2004,W,M,All,114823,23.9955,17,12.2138,35.7773,6.46,0
28091,2000-2004,W,M,All,41436,4.2492,2,0,14.4048,3.19,1
28093,2000-2004,W,M,All,43645,10.9985,5,0,23.3003,3.11,1
28095,2000-2004,W,M,All,62855,6.8531,4,0,14.2483,4.99,1
28097,2000-2004,W,M,All,15611,5.4543,1,0,21.1583,1.55,1
28099,2000-2004,W,M,All,45575,7.492,4,0,17.0629,3.99,1
28101,2000-2004,W,M,All,35302,6.0564,2,0,17.2232,3.07,1
28103,2000-2004,W,M,All,9192,10.4527,1,0,37.3835,0.84,1
28105,2000-2004,W,M,All,66306,8.7265,3,0,20.82,3.33,1
28107,2000-2004,W,M,All,43990,6.337,3,0,16.8497,3.35,1
28109,2000-2004,W,M,All,106993,6.7673,7,0,14.0589,7.13,1
28111,2000-2004,W,M,All,23261,6.6327,1,0,24.695,1.43,1
28113,2000-2004,W,M,All,47234,7.2565,4,0,16.5774,4.09,1
28115,2000-2004,W,M,All,57166,7.3183,3,0,17.434,3.65,1
28117,2000-2004,W,M,All,53715,4.8656,2,0,13.5973,3.92,1
28119,2000-2004,W,M,All,7212,13.7893,1,0,46.1217,0.78,1
28121,2000-2004,W,M,All,241641,4.1396,4,0,9.6258,12.08,1
28123,2000-2004,W,M,All,43026,8.3834,4,0,20.1021,2.93,1
28125,2000-2004,W,M,All,4571,14.3148,1,0,50.9577,0.44,1
28127,2000-2004,W,M,All,44048,7.2549,3,0,17.9663,3.23,1
28129,2000-2004,W,M,All,30205,2.4919,1,0,14.0349,2.31,1
28131,2000-2004,W,M,All,28226,5.3998,1,0,21.8447,1.63,1
28133,2000-2004,W,M,All,25907,0,0,0,11.9388,1.85,1
